lat,lon,price,beds,price_per_bed,price_per_bed_scale,borough,5_digit_zip,pets,parking,ac,nearest_station,distance_between
40.770988,-73.927162,2800,1,2800,280,Queens,11102,Dogs & Cats,None,No,30 Av-Grand Av,0.6693921725
40.699821,-73.930305,2800,1,2800,280,Brooklyn,11206,Dogs & Cats,None,No,Central Av,0.328316417
40.726818,-73.948288,2800,1,2800,280,Brooklyn,11222,Dogs & Cats,None,No,Nassau Av,0.3498059786
40.675266,-74.015022,2800,1,2800,280,Brooklyn,11231,Dogs & Cats,None,No,Smith-9th St,1.6185352109
40.783241,-73.971893,2800,1,2800,280,Manhattan,10038,Dogs & Cats,None,No,81st St - Museum of Natural History,0.2021393433
40.779835,-73.959862,2800,1,2800,280,Manhattan,10024,Dogs & Cats,None,No,86th St,18.4044148416
40.748791,-73.978905,2800,1,2800,280,Manhattan,10016,Dogs & Cats,None,No,Grand Central-42nd St,0.3799717198
40.705776,-74.00724,2800,1,2800,280,Manhattan,10033,Dogs & Cats,None,No,Wall St,0.19514996
40.783535,-73.977379,2800,1,2800,280,Manhattan,10019,Dogs & Cats,None,No,79th St,0.2182432213
40.771469,-73.960014,2800,1,2800,280,Manhattan,10029,Dogs & Cats,None,No,77th St,16.6985347503
40.791092,-73.973465,2800,1,2800,280,Manhattan,10024,Dogs & Cats,None,No,96th St,0.740531965
40.777592,-73.953781,2800,1,2800,280,Manhattan,10028,Dogs & Cats,None,No,86th St,18.3372777729
40.748821,-73.97039,2800,1,2800,280,Manhattan,10017,Dogs & Cats,None,No,Grand Central-42nd St,0.5575179787
40.718166,-73.989708,2800,1,2800,280,Manhattan,10024,Dogs & Cats,None,No,Delancey St,0.1431614535
40.742191,-73.978104,2800,1,2800,280,Manhattan,10009,Dogs & Cats,None,No,33rd St,0.5468718403
40.825142,-73.936653,2800,1,2800,280,Manhattan,10019,Dogs & Cats,None,No,Harlem-148th St,0.1411702884
40.647205,-73.975945,2800,2,1400,140,Brooklyn,11218,Dogs & Cats,None,No,Fort Hamilton Parkway,0.3979997034
40.641716,-73.961411,2800,2,1400,140,Brooklyn,11226,Dogs & Cats,None,No,Cortelyou Rd,0.2268975468
40.752636,-73.939651,2800,2,1400,140,Queens,11101,Dogs & Cats,None,No,Queensboro Plaza,0.2330626955
40.752583,-73.949219,2800,2,1400,140,Queens,11101,Dogs & Cats,None,No,23rd St-Ely Av,0.5924290828
40.718224,-73.996773,2800,2,1400,140,Manhattan,10002,Dogs & Cats,None,No,Grand St,0.2545632616
40.86655,-73.929947,2800,2,1400,140,Manhattan,10034,Dogs & Cats,None,No,Dyckman St-200th St,0.2539740135
40.769226,-73.986984,2800,2,1400,140,Manhattan,10036,Dogs & Cats,None,No,59th St-Columbus Circle,0.4393983634
40.777542,-73.945404,2800,2,1400,140,Manhattan,10128,Dogs & Cats,None,No,96th St,2.2580059188
40.811127,-73.959435,2800,2,1400,140,Manhattan,10034,Dogs & Cats,None,No,125th St,0.5968654364
40.668461,-73.952835,2800,3,933,93.3,Brooklyn,11225,Dogs & Cats,None,No,President St,0.1925450743
40.699833,-73.921646,2800,3,933,93.3,Brooklyn,11237,Dogs & Cats,None,No,Knickerbocker Av,0.2085807356
40.676434,-73.923225,2800,3,933,93.3,Brooklyn,11233,Dogs & Cats,None,No,Ralph Av,0.3358744698
40.691486,-73.942169,2800,3,933,93.3,Brooklyn,11221,Dogs & Cats,None,No,Myrtle-Willoughby Avs,0.6735051687
40.692104,-73.947014,2800,3,933,93.3,Brooklyn,11210,Dogs & Cats,None,No,Myrtle-Willoughby Avs,0.3231356012
40.868488,-73.923241,2800,3,933,93.3,Manhattan,10016,Dogs & Cats,None,No,Inwood - 207th St,0.2848015902
40.821571,-73.94519,2800,3,933,93.3,Manhattan,10021,Dogs & Cats,None,No,145th St,0.3664407811
40.837166,-73.943901,2800,3,933,93.3,Manhattan,10004,Dogs & Cats,None,No,157th St,0.3573066607
40.828857,-73.949707,2800,3,933,93.3,Manhattan,10031,Dogs & Cats,None,No,145th St,0.6470487382
40.627922,-74.011337,2800,4,700,70,Brooklyn,11209,Dogs & Cats,None,No,Fort Hamilton Parkway,3.9325061431
40.805141,-73.958015,2800,4,700,70,Manhattan,10075,Dogs & Cats,None,No,116th St,0.2637703408
40.76281,-73.767029,2800,2,1400,140,Queens,11361,Dogs allowed,None,No,Jamaica-179th St,5.7545218209
40.716312,-73.885757,2800,2,1400,140,Queens,11385,Dogs allowed,None,No,Metropolitan Av,5.5478823816
40.757832,-73.80838,2800,3,933,93.3,Queens,11358,Dogs allowed,None,No,Flushing-Main St,1.8340670279
40.692348,-73.831268,2800,4,700,70,Queens,11421,Dogs allowed,None,No,111th St,0.7078353792
40.688496,-73.981216,2800,1,2800,280,Brooklyn,11217,No,None,No,Nevins St,0.0670759367
40.687122,-74.001373,2800,1,2800,280,Brooklyn,11231,No,None,No,Carroll St,0.9270212767
40.600357,-73.991226,2800,1,2800,280,Brooklyn,11214,No,None,No,Bay Parkway,0.2703900952
40.696289,-73.996193,2800,1,2800,280,Brooklyn,11201,No,None,No,Clark St,0.2928110866
40.71476,-73.937241,2800,1,2800,280,Brooklyn,11208,No,None,No,Grand St,4.7787569459
40.729042,-73.989388,2800,1,2800,280,Manhattan,10002,No,None,No,Astor Place,0.1809709082
40.748791,-73.978905,2800,1,2800,280,Manhattan,10016,No,None,No,Grand Central-42nd St,0.3799717198
40.747921,-73.978004,2800,1,2800,280,Manhattan,10016,No,None,No,Grand Central-42nd St,0.4238786318
40.761547,-73.982697,2800,1,2800,280,Manhattan,10026,No,None,No,50th St,0.2947131427
40.804581,-73.93631,2800,1,2800,280,Manhattan,10002,No,None,No,125th St,1.5322497368
40.73782,-74.002304,2800,1,2800,280,Manhattan,10003,No,None,No,8th Av,0.2188295068
40.799217,-73.959389,2800,1,2800,280,Manhattan,10031,No,None,No,Cathedral Parkway-110th St,0.1858955315
40.764717,-73.993568,2800,1,2800,280,Manhattan,10032,No,None,No,50th St,0.6864243924
40.725315,-73.988983,2800,1,2800,280,Manhattan,10034,No,None,No,2nd Av,0.2274306583
40.773418,-73.919937,2800,2,1400,140,Queens,11102,No,None,No,Astoria Blvd-Hoyt Av,0.3931401249
40.679752,-73.947418,2800,2,1400,140,Brooklyn,11216,No,None,No,Nostrand Av,1.1309832241
40.725422,-73.938469,2800,2,1400,140,Brooklyn,11222,No,None,No,Graham Av,1.2957217725
40.719864,-73.838181,2800,2,1400,140,Queens,11375,No,None,No,75th Av,0.1851315231
40.71146,-73.827209,2800,2,1400,140,Queens,11415,No,None,No,Kew Gardens-Union Turnpike,0.4608679386
40.7122,-73.826546,2800,2,1400,140,Queens,11415,No,None,No,Kew Gardens-Union Turnpike,0.4511391986
40.786724,-73.951462,2800,2,1400,140,Manhattan,10016,No,None,No,96th St,1.2415354814
40.812893,-73.953339,2800,2,1400,140,Manhattan,10035,No,None,No,125th St,0.215354357
40.845837,-73.932968,2800,2,1400,140,Manhattan,10023,No,None,No,181st St,0.7753952618
40.78019,-73.947937,2800,2,1400,140,Manhattan,10009,No,None,No,96th St,1.9011167039
40.751648,-74.002159,2800,2,1400,140,Manhattan,10032,No,None,No,34 St Hudson Yards,0.4712662778
40.598232,-73.79361,2800,3,933,93.3,Queens,11692,No,None,No,Beach 60th St,0.7802870752
40.598656,-73.794952,2800,3,933,93.3,Queens,11692,No,None,No,Beach 67th St,0.8754060019
40.832127,-73.874474,2800,3,933,93.3,Bronx,10472,No,None,No,Morrison Av-Soundview Av,0.289795498
40.836803,-73.837616,2800,3,933,93.3,Bronx,10461,No,None,No,Westchester Square-East Tremont Av,0.5652292817
40.837536,-73.835335,2800,3,933,93.3,Bronx,10461,No,None,No,Middletown Rd,0.7084127726
40.813843,-73.826439,2800,3,933,93.3,Bronx,10465,No,None,No,Zerega Av,3.0567821887
40.820683,-73.810638,2800,3,933,93.3,Bronx,10465,No,None,No,Buhre Av,3.4415771249
40.878716,-73.840691,2800,3,933,93.3,Bronx,10469,No,None,No,Baychester Av,0.1766540046
40.887688,-73.903236,2800,3,933,93.3,Bronx,10463,No,None,No,238th St,0.3903871741
40.887844,-73.903397,2800,3,933,93.3,Bronx,10463,No,None,No,238th St,0.4122184217
40.817924,-73.911156,2800,3,933,93.3,Bronx,10455,No,None,No,Jackson Av,0.3238072538
40.816257,-73.863998,2800,3,933,93.3,Bronx,10473,No,None,No,St Lawrence Av,1.7230817831
40.672668,-73.910416,2800,3,933,93.3,Brooklyn,11212,No,None,No,Rockaway Av,0.6437605048
40.664825,-73.917076,2800,3,933,93.3,Brooklyn,11212,No,None,No,Saratoga Av,0.3802343928
40.680233,-73.906769,2800,3,933,93.3,Brooklyn,11233,No,None,No,Broadway Junction-East New York,0.2441332946
40.607788,-73.9151,2800,3,933,93.3,Brooklyn,11234,No,None,No,Canarsie - Rockaway Parkway,4.3913865566
40.680134,-73.865295,2800,3,933,93.3,Brooklyn,11208,No,None,No,Grant Av,0.3442129257
40.660206,-73.945816,2800,3,933,93.3,Brooklyn,11225,No,None,No,Sterling St,0.5097219638
40.622196,-74.03421,2800,3,933,93.3,Brooklyn,11214,No,None,No,86th St,0.4935546632
40.747063,-73.853813,2800,3,933,93.3,Queens,11368,No,None,No,111th St,5.7131779297
40.757519,-73.877197,2800,3,933,93.3,Queens,11369,No,None,No,90th St Elmhurst,1.0142905817
40.74065,-73.883453,2800,3,933,93.3,Queens,11373,No,None,No,Elmhurst Av,0.2342537856
40.600616,-73.762558,2800,3,933,93.3,Queens,11691,No,None,No,Beach 25th St,0.118701472
40.595577,-73.764038,2800,3,933,93.3,Queens,11691,No,None,No,Beach 36th St,0.3498651813
40.600887,-73.761864,2800,3,933,93.3,Queens,11691,No,None,No,Beach 25th St,0.1009717119
40.594547,-73.762962,2800,3,933,93.3,Queens,11691,No,None,No,Beach 36th St,0.4502085478
40.756878,-73.785759,2800,3,933,93.3,Queens,11358,No,None,No,Jamaica-179th St,4.9210950392
40.719387,-73.836746,2800,3,933,93.3,Queens,11375,No,None,No,75th Av,0.1271249221
40.665016,-73.854607,2800,3,933,93.3,Queens,11414,No,None,No,80th St-Hudson St,1.638482861
40.697208,-73.893845,2800,3,933,93.3,Queens,11385,No,None,No,Fresh Pond Rd,1.0128972398
40.671719,-73.757202,2800,3,933,93.3,Queens,11413,No,None,No,Jamaica-179th St,5.0740186434
40.658985,-73.753456,2800,3,933,93.3,Queens,11413,No,None,No,Far Rockaway-Mott Av,6.1168205866
40.583801,-74.160225,2800,3,933,93.3,Staten Island,10314,No,None,No,95th St,11.5142074702
40.737267,-73.904968,2800,3,933,93.3,Queens,11377,No,None,No,Woodside Av-61st St,0.9448257578
40.610725,-73.954262,2800,4,700,70,Brooklyn,11229,No,None,No,Kings Highway,0.3716390872
40.675068,-73.90683,2800,4,700,70,Brooklyn,11233,No,None,No,Broadway Junction-East New York,0.3849522383
40.775753,-73.820869,2800,4,700,70,Queens,11354,No,None,No,Flushing-Main St,1.9548122878
40.695648,-73.81134,2800,4,700,70,Queens,11413,No,None,No,Sutphin Blvd-Archer Av - JFK,0.6084108022
40.842464,-73.834961,2800,3,933,93.3,Bronx,10461,Dogs & Cats,No info,No,Middletown Rd,0.1931490309
40.760845,-73.762505,2800,3,933,93.3,Queens,11361,No,No info,No,Jamaica-179th St,5.6522862458
40.897278,-73.865616,2800,3,933,93.3,Bronx,10470,No,No info,No,233rd St,0.8214563123
40.717468,-73.801849,2800,3,933,93.3,Queens,11432,No,No info,No,Parsons Blvd,1.1082883563
40.706276,-73.74736,2800,4,700,70,Queens,11429,No,No info,No,Jamaica-179th St,3.1534908181
40.685314,-73.869476,2800,5,560,56,Brooklyn,11208,No,No info,No,Crescent St,0.4331100621
40.638973,-74.073944,2799,1,2799,279.9,Staten Island,10304,Dogs & Cats,Garage,Cooling only,86th St,4.2487950325
40.635662,-73.961121,2799,2,1400,140,Brooklyn,11226,Dogs & Cats,None,Cooling only,Newkirk Av,0.155129041
40.714745,-73.93679,2799,2,1400,140,Brooklyn,11210,Dogs & Cats,None,Cooling only,Grand St,4.8167772232
40.619537,-74.031975,2799,2,1400,140,Brooklyn,11209,No,None,Heating & Cooling,95th St,0.3371450778
40.694221,-73.919411,2799,3,933,93.3,Brooklyn,11221,No,None,Heating & Cooling,Knickerbocker Av,0.494686021
40.851418,-73.828087,2799,3,933,93.3,Bronx,10461,Dogs & Cats,None,Heating only,Pelham Bay Park,0.1161227516
40.680927,-73.935936,2799,3,933,93.3,Brooklyn,11233,Dogs & Cats,None,No,Kingston-Throop,0.4298599426
40.857899,-73.931625,2799,3,933,93.3,Manhattan,10019,Dogs & Cats,None,No,190th St,0.2485242189
40.597889,-73.997131,2799,4,700,70,Brooklyn,11214,Dogs & Cats,None,No,Bay Parkway,0.5281963063
40.705322,-73.905289,2799,3,933,93.3,Queens,11385,No,None,No,Forest Av,0.2115655853
40.680649,-73.783081,2799,3,933,93.3,Queens,11436,Dogs & Cats,No info,No,Parsons Blvd-Archer Av - Jamaica Center,2.8327805787
40.733028,-73.996895,2795,1,2795,279.5,Manhattan,10024,Dogs & Cats,None,Cooling only,West 4th St,0.3128863776
40.803135,-73.956955,2795,1,2795,279.5,Manhattan,10035,Dogs & Cats,None,Cooling only,Cathedral Parkway-110th St,0.2989916486
40.717999,-73.985199,2795,2,1398,139.8,Manhattan,10023,Dogs allowed,None,Cooling only,Essex St,0.1918585767
40.754311,-73.925476,2795,2,1398,139.8,Queens,11106,No,None,Heating & Cooling,36th St,12.8414632648
40.684025,-73.916481,2795,2,1398,139.8,Brooklyn,11221,Dogs & Cats,Garage,Heating only,Halsey St,0.2608350206
40.722755,-73.996223,2795,1,2795,279.5,Manhattan,10022,Dogs & Cats,None,Heating only,Spring St,0.741760012
40.738991,-73.981194,2795,1,2795,279.5,Manhattan,10037,Dogs & Cats,Garage,No,28th St,0.96010142
40.724518,-73.855362,2795,2,1398,139.8,Queens,11374,No,Garage,No,67th Av,0.3151343147
40.715199,-73.949364,2795,1,2795,279.5,Brooklyn,11211,Dogs & Cats,None,No,Lorimer St,1.2705804717
40.721844,-73.987717,2795,1,2795,279.5,Manhattan,10021,Dogs & Cats,None,No,2nd Av,0.2550384789
40.720768,-73.980087,2795,1,2795,279.5,Manhattan,10009,Dogs & Cats,None,No,Essex St,0.6768234952
40.787117,-73.970215,2795,1,2795,279.5,Manhattan,10023,Dogs & Cats,None,No,86th St,18.930155927
40.774315,-73.948975,2795,1,2795,279.5,Manhattan,10040,Dogs & Cats,None,No,86th St,18.1410862537
40.802109,-73.968445,2795,1,2795,279.5,Manhattan,10032,Dogs & Cats,None,No,Cathedral Parkway-110th St,0.881882666
40.868595,-73.917564,2795,2,1398,139.8,Manhattan,10034,Dogs & Cats,None,No,Inwood - 207th St,0.2047752397
40.850319,-73.931763,2795,5,559,55.9,Manhattan,10033,Dogs & Cats,None,No,181st St,0.5439446622
40.724098,-73.994186,2795,1,2795,279.5,Manhattan,10009,No,None,No,Bleecker St,0.2059354287
40.805668,-73.955643,2795,1,2795,279.5,Manhattan,10128,No,None,No,116th St,0.0911320513
40.783192,-73.983116,2795,1,2795,279.5,Manhattan,10128,No,None,No,79th St,0.2816931225
40.765896,-73.957733,2795,1,2795,279.5,Manhattan,10023,No,None,No,68th St-Hunter College,0.5739619002
40.729561,-73.982437,2795,1,2795,279.5,Manhattan,10028,No,None,No,1st Av,0.1691295181
40.855003,-73.938683,2795,2,1398,139.8,Manhattan,10009,No,None,No,181st St,0.3727025833
40.804428,-73.96685,2795,2,1398,139.8,Manhattan,10025,No,None,No,Cathedral Parkway-110th St,0.8461475695
40.851295,-73.932671,2795,4,699,69.9,Manhattan,10032,No,None,No,181st St,0.4478220271
40.671402,-73.950851,2791,2,1396,139.6,Brooklyn,11230,No,None,No,Nostrand Av,0.1759304508
40.705372,-73.802605,2790,2,1395,139.5,Queens,11432,Dogs & Cats,None,No,Parsons Blvd,0.2512019557
40.676388,-73.922417,2790,4,698,69.8,Brooklyn,11233,Dogs & Cats,None,No,Ralph Av,0.3035918615
40.721992,-73.937424,2790,1,2790,279,Brooklyn,11231,No,None,No,Graham Av,0.9970648276
40.796417,-73.94429,2781,2,1391,139.1,Manhattan,10011,No,None,Cooling only,110th St,0.155375791
40.801193,-73.947289,2781,2,1391,139.1,Manhattan,10033,No,None,No,116th St,0.7718439756
40.690731,-73.925339,2780,2,1390,139,Brooklyn,11221,Dogs & Cats,None,Cooling only,Gates Av,0.2862572061
40.77253,-73.898445,2780,1,2780,278,Queens,11101,Dogs & Cats,None,No,Ditmars Blvd,1.1777321986
40.693504,-73.943825,2780,2,1390,139,Brooklyn,11206,No,None,No,Myrtle-Willoughby Avs,0.4557961607
40.807076,-73.949257,2775,2,1388,138.8,Manhattan,10030,Dogs & Cats,None,Cooling only,125th St,0.5182315313
40.683716,-73.929359,2775,3,925,92.5,Brooklyn,11233,Dogs & Cats,None,Cooling only,Utica Av,1.6752718339
40.744644,-73.944176,2775,1,2775,277.5,Queens,11109,Dogs & Cats,Garage,No,Long Island City-Court Square,0.2143503222
40.674889,-73.966446,2775,1,2775,277.5,Brooklyn,11238,Dogs & Cats,None,No,Eastern Parkway-Brooklyn Museum,0.3669225564
40.705383,-73.804787,2775,1,2775,277.5,Queens,11432,Dogs & Cats,None,No,Parsons Blvd,0.2719932571
40.69873,-73.911293,2775,2,1388,138.8,Brooklyn,11201,Dogs & Cats,None,No,Myrtle Av,2.0609343323
40.807076,-73.949257,2775,2,1388,138.8,Manhattan,10027,Dogs & Cats,None,No,125th St,0.5182315313
40.771576,-73.925262,2775,3,925,92.5,Queens,11102,Dogs & Cats,None,No,30 Av-Grand Av,0.6212968464
40.862373,-73.927567,2773,3,924,92.4,Manhattan,10040,Dogs & Cats,None,No,Dyckman St,0.2666908089
40.824669,-73.948944,2759,2,1380,138,Manhattan,10031,No,None,No,145th St,0.3980283257
40.6492,-73.961723,2756,1,2756,275.6,Brooklyn,11226,Dogs & Cats,None,Heating & Cooling,Church Av,1.6198126963
40.687622,-73.914131,2750,1,2750,275,Brooklyn,11207,Dogs & Cats,Garage,Cooling only,Halsey St,0.2475726552
40.651859,-73.951485,2750,3,917,91.7,Brooklyn,11226,Dogs & Cats,Garage,Cooling only,Church Av,2.5324295491
40.669964,-73.988564,2750,1,2750,275,Brooklyn,11215,Dogs & Cats,None,Cooling only,9th St,0.1006408194
40.661358,-73.988434,2750,2,1375,137.5,Brooklyn,11215,Dogs & Cats,None,Cooling only,Prospect Av,0.5861155528
40.686272,-73.913864,2750,3,917,91.7,Brooklyn,11207,Dogs & Cats,None,Cooling only,Halsey St,0.2274981355
40.663212,-73.909393,2750,3,917,91.7,Brooklyn,11216,Dogs & Cats,None,Cooling only,Rockaway Av,1.6958808395
40.834694,-73.943855,2750,3,917,91.7,Manhattan,10027,Dogs & Cats,None,Cooling only,157th St,0.1133768348
40.703278,-73.90757,2750,3,917,91.7,Queens,11385,Dogs & Cats,None,Cooling only,Seneca Av,0.0591391284
40.81155,-73.945221,2750,2,1375,137.5,Manhattan,10029,No,None,Cooling only,125th St,0.6013875308
40.640499,-73.936264,2750,3,917,91.7,Brooklyn,11203,No,None,Cooling only,Newkirk Av,2.3181243819
40.699623,-73.907227,2750,3,917,91.7,Queens,11385,Dogs & Cats,Garage,Heating & Cooling,Seneca Av,0.351709693
40.688446,-73.922638,2750,1,2750,275,Brooklyn,11221,Dogs & Cats,None,Heating & Cooling,Gates Av,0.1352615791
40.655846,-73.95256,2750,2,1375,137.5,Brooklyn,11226,Dogs & Cats,None,Heating & Cooling,Winthrop St,0.2183236936
40.685024,-73.930382,2750,4,688,68.8,Brooklyn,11233,Dogs & Cats,None,Heating & Cooling,Utica Av,1.8061887674
40.693661,-73.993454,2750,1,2750,275,Brooklyn,11201,No,None,Heating & Cooling,Court St,0.1495748929
40.74226,-73.982124,2750,2,1375,137.5,Manhattan,10011,No,None,Heating & Cooling,28th St,0.6598389362
40.746552,-73.775986,2750,3,917,91.7,Queens,11364,No,Garage,Heating only,Jamaica-179th St,3.8274852154
40.809078,-73.939888,2750,1,2750,275,Manhattan,10025,Dogs & Cats,None,Heating only,135th St,1.1779522056
40.716194,-73.987991,2750,1,2750,275,Manhattan,10010,Dogs & Cats,None,Heating only,Essex St,0.2404217256
40.672188,-73.804214,2750,3,917,91.7,Queens,11420,No,None,Heating only,Lefferts Blvd,2.3779988484
40.628258,-74.080032,2750,3,917,91.7,Staten Island,10314,No,None,Heating only,95th St,4.3457847086
40.609035,-74.069649,2750,3,917,91.7,Staten Island,10312,No,No info,Heating only,95th St,3.3798464897
40.550926,-74.193008,2750,3,917,91.7,Staten Island,10303,No,No info,Heating only,95th St,15.5185485058
40.772587,-73.925888,2750,1,2750,275,Queens,11102,Dogs & Cats,Garage,No,30 Av-Grand Av,0.7449442233
40.768787,-73.952553,2750,1,2750,275,Manhattan,10009,Dogs & Cats,Garage,No,77th St,16.6394966047
40.621674,-74.025352,2750,2,1375,137.5,Brooklyn,11209,Dogs & Cats,Garage,No,86th St,0.2806738604
40.714195,-73.997871,2750,2,1375,137.5,Manhattan,10019,Dogs & Cats,Garage,No,Canal St,0.9632670729
40.732868,-73.857422,2750,2,1375,137.5,Queens,11374,Dogs & Cats,Garage,No,63rd Drive-Rego Park,0.4869170074
40.62793,-74.081467,2750,3,917,91.7,Staten Island,10305,Dogs & Cats,Garage,No,95th St,4.4511202198
40.773197,-73.928017,2750,1,2750,275,Queens,11102,Dogs & Cats,None,No,30 Av-Grand Av,0.9013498573
40.772995,-73.925537,2750,1,2750,275,Queens,11102,Dogs & Cats,None,No,30 Av-Grand Av,0.7710524394
40.74662,-73.940941,2750,1,2750,275,Queens,11101,Dogs & Cats,None,No,Long Island City-Court Square,0.2436533241
40.778221,-73.979187,2750,1,2750,275,Manhattan,10034,Dogs & Cats,None,No,72nd St,0.3741728896
40.791092,-73.973465,2750,1,2750,275,Manhattan,10024,Dogs & Cats,None,No,96th St,0.740531965
40.777058,-73.950546,2750,1,2750,275,Manhattan,10021,Dogs & Cats,None,No,86th St,18.3771410986
40.690395,-73.916191,2750,2,1375,137.5,Brooklyn,11221,Dogs & Cats,None,No,Halsey St,0.4486338343
40.630337,-73.965492,2750,2,1375,137.5,Brooklyn,11237,Dogs & Cats,None,No,Av H,0.3461226004
40.772438,-73.955345,2750,2,1375,137.5,Manhattan,10011,Dogs & Cats,None,No,77th St,16.9336786833
40.768379,-73.917793,2750,3,917,91.7,Queens,11103,Dogs & Cats,None,No,Astoria Blvd-Hoyt Av,0.2089776711
40.858398,-73.901367,2750,3,917,91.7,Bronx,10468,Dogs & Cats,None,No,182nd-183rd Sts,0.2616555973
40.83247,-73.943413,2750,3,917,91.7,Manhattan,10031,Dogs & Cats,None,No,157th St,0.2143754646
40.865749,-73.923714,2750,3,917,91.7,Manhattan,10032,Dogs & Cats,None,No,Dyckman St-200th St,0.3004833858
40.850391,-73.939865,2750,3,917,91.7,Manhattan,10025,Dogs & Cats,None,No,181st St,0.2155354312
40.700779,-73.897263,2750,3,917,91.7,Queens,11385,Dogs & Cats,None,No,Fresh Pond Rd,0.6124777661
40.837246,-73.946037,2750,4,688,68.8,Manhattan,10037,Dogs & Cats,None,No,157th St,0.3692126134
40.704685,-73.835724,2750,2,1375,137.5,Queens,11418,Dogs allowed,None,No,111th St,0.8097475067
40.748928,-73.976563,2750,1,2750,275,Manhattan,10016,No,None,No,Grand Central-42nd St,0.2817730502
40.794704,-73.943604,2750,1,2750,275,Manhattan,10029,No,None,No,110th St,0.0647448988
40.748821,-73.97039,2750,1,2750,275,Manhattan,10013,No,None,No,Grand Central-42nd St,0.5575179787
40.762238,-73.960693,2750,1,2750,275,Manhattan,10065,No,None,No,Lexington Av,0.527925521
40.769928,-73.921349,2750,2,1375,137.5,Queens,11102,No,None,No,30 Av-Grand Av,0.3503239459
40.688923,-73.922585,2750,2,1375,137.5,Brooklyn,11226,No,None,No,Gates Av,0.0829798589
40.713619,-73.823578,2750,2,1375,137.5,Queens,11435,No,None,No,Briarwood-Van Wyck Blvd,0.5548452862
40.81155,-73.945221,2750,2,1375,137.5,Manhattan,10027,No,None,No,125th St,0.6013875308
40.780632,-73.950607,2750,2,1375,137.5,Manhattan,10128,No,None,No,96th St,1.7051402521
40.838783,-73.945435,2750,2,1375,137.5,Manhattan,10032,No,None,No,157th St,0.5292759935
40.769512,-73.927521,2750,3,917,91.7,Queens,11102,No,None,No,30 Av-Grand Av,0.5926667025
40.846466,-73.891022,2750,3,917,91.7,Bronx,10457,No,None,No,174th St,1.057363698
40.623905,-73.916145,2750,3,917,91.7,Brooklyn,11234,No,None,No,Canarsie - Rockaway Parkway,2.7367817976
40.689865,-73.920876,2750,3,917,91.7,Brooklyn,11221,No,None,No,Gates Av,0.1204029618
40.650562,-74.009842,2750,3,917,91.7,Brooklyn,11220,No,None,No,45th St,0.1809989695
40.669655,-73.876167,2750,3,917,91.7,Brooklyn,11208,No,None,No,Shepherd Av,0.6300757174
40.669167,-73.889694,2750,3,917,91.7,Brooklyn,11207,No,None,No,Van Siclen Av,0.9991070332
40.600616,-73.762558,2750,3,917,91.7,Queens,11691,No,None,No,Beach 25th St,0.118701472
40.71582,-73.907028,2750,3,917,91.7,Queens,11355,No,None,No,Forest Av,1.3103143182
40.866631,-73.921432,2750,3,917,91.7,Manhattan,10034,No,None,No,Inwood - 207th St,0.2056488766
40.827904,-73.941521,2750,3,917,91.7,Manhattan,10002,No,None,No,155th St,0.2906641322
40.710682,-73.89991,2750,3,917,91.7,Queens,11385,No,None,No,Fresh Pond Rd,0.6045599488
40.583889,-73.823036,2750,3,917,91.7,Queens,11694,No,None,No,Beach 98th St,0.2620121867
40.789639,-73.810593,2750,4,688,68.8,Queens,11357,No,No info,No,Flushing-Main St,3.7196330102
40.601082,-73.951347,2746,1,2746,274.6,Brooklyn,11229,Dogs & Cats,None,Cooling only,Av U,0.434639404
40.746407,-73.941254,2745,1,2745,274.5,Queens,11101,Dogs & Cats,Garage,No,Long Island City-Court Square,0.2177897261
40.742958,-73.914383,2745,1,2745,274.5,Queens,11377,No,None,No,Lincoln Av-52nd St,0.203496308
40.703152,-73.907486,2740,3,913,91.3,Queens,11385,Dogs & Cats,None,Heating & Cooling,Seneca Av,0.0483639208
40.674885,-73.97477,2730,1,2730,273,Brooklyn,11217,No,Garage,No,7th Av,1.065530927
40.673817,-73.908195,2725,2,1363,136.3,Brooklyn,11233,Dogs & Cats,None,Cooling only,Atlantic Av,5.9124993722
40.692162,-73.942505,2725,2,1363,136.3,Brooklyn,11221,Dogs & Cats,Garage,Heating & Cooling,Myrtle-Willoughby Avs,0.6129351045
40.678944,-73.943748,2725,3,908,90.8,Brooklyn,11216,Dogs & Cats,None,Heating only,Kingston-Throop,0.266821714
40.812092,-73.952293,2725,2,1363,136.3,Manhattan,10065,Dogs & Cats,Garage,No,125th St,0.1093855692
40.821262,-73.955513,2725,3,908,90.8,Manhattan,10031,Dogs & Cats,None,No,137th St-City College,0.1754282551
40.594582,-73.762672,2725,3,908,90.8,Queens,11691,No,None,No,Beach 36th St,0.4734137944
40.813828,-73.949165,2715,3,905,90.5,Manhattan,10009,Dogs & Cats,None,No,125th St,0.4036594057
40.842018,-73.870659,2712,3,904,90.4,Bronx,10460,No,None,No,East 180th St,0.2383768053
40.886112,-73.908325,2700,2,1350,135,Bronx,10463,Dogs & Cats,Garage,Cooling only,238th St,0.6469787693
40.691738,-73.93718,2700,3,900,90,Brooklyn,11226,Dogs & Cats,Garage,Cooling only,Myrtle Av,0.6215326231
40.618004,-73.955292,2700,1,2700,270,Brooklyn,11230,Dogs & Cats,None,Cooling only,Av M,0.3492968547
